,transaction_id,payer_entity_id,payee_entity_id,payer_account,payee_account,opening_balance,closing_balance,day,day_name,month,month_name,year,day_of_week,week_of_month,trans_date,category_label,category,predicted_category_label,predicted_category,category_created_at,category_created_by,category_last_updated_at,category_last_updated_by,type_code,type_code_trans,type_code_level,type_code_desc,bank_ref,cust_ref,amount,order_of_magnitude
10,831bf9b3-b5cb-44f7-858c-536605df47fe,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-796742,796742,2998.03,4
11,512c8fcc-9a66-4440-a917-7cbd24fcbe05,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-762103,762103,1547.02,4
12,bcb49daf-dfde-492b-a84f-88628d4bed99,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-853766,853766,2932.73,4
13,d1f8134d-b2b5-40fc-be40-b97d41e3542e,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-459192,459192,3944.54,4
14,1f31fc3f-04f2-4ee8-8ce2-e6558abd833c,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-143668,143668,4608.47,4
15,08dc440d-5708-4740-9965-b244935b5e44,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-776088,776088,2798.01,4
16,d446ea93-4f92-4cb4-832e-856e1cfcf53e,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-836229,836229,2434.43,4
17,b6cc5af5-beb9-4fa0-80a4-9f3d94cf9515,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-541711,541711,2714.53,4
18,11b83d6d-8ac5-45d0-a686-cd922376c21f,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-980767,980767,2434.43,4
19,8ef5fcbe-f14d-4333-a11a-8abc49249021,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-582439,582439,1547.02,4
20,e5ff0c29-7b04-4ad7-ac49-bc282213b338,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-977262,977262,4375.21,4
21,ab84c6c8-323c-4e99-9c98-1c67d3ccf03a,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-124588,124588,2798.01,4
22,72341df7-9ae1-4427-83eb-da8444b9c681,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-804603,804603,2998.03,4
23,4c448f7d-54ce-4513-969d-3b7fb6d0e7dc,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-225012,225012,2798.01,4
24,af33fc00-633e-4a9a-85d7-78418b6c60a5,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-526454,526454,1547.02,4
25,69e7eb88-44f1-4d6c-a52c-c622b970a910,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-827005,827005,1547.02,4
26,c30caca9-4c5c-4222-bf00-38376423599f,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-759388,759388,3944.54,4
27,e4e5f9a5-02f1-4e9e-b90a-06e83b293932,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-701619,701619,2798.01,4
28,3260832d-4132-49dc-9cc8-ff9865e5bb56,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-513631,513631,3944.54,4
29,424b0360-ebd0-4acd-8d81-7f6821f8337b,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-359592,359592,2434.43,4
30,c0b5f9b8-ab6c-43c9-b82b-017b729df00b,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-642955,642955,4608.47,4
31,e3a01c93-d55c-4a2d-b646-75080fc012ba,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-328017,328017,2798.01,4
32,08f522bf-a470-4223-b863-e77a341bfa1e,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-525992,525992,2932.73,4
33,cfc60d23-9801-4841-882e-f21080033a64,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-214016,214016,3944.54,4
34,ac6dc295-bb6a-4362-b390-b5ed2a02d345,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Thursday,1,January,2016,4,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-363644,363644,2714.53,4
35,2ae69f6d-cfd5-4b50-8c83-c7d02aa44145,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,1,Monday,2,February,2016,1,1,20:30.2,Telephone Bill,8bbc3ff1-47ae-4424-a979-6e112a31dc82,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-959627,959627,438.34,3
36,164940fe-dd19-4b5a-a177-1e7656251689,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,4,Thursday,2,February,2016,4,1,20:30.2,Tax,ba7d6220-fb9f-4653-9572-bf105471782c,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-163476,163476,208.74,3
37,231ecf3f-742a-4436-a8f0-519421519a38,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,6,Saturday,2,February,2016,6,1,20:30.2,Office Rent,e1b6f1ca-11dc-4420-8d6a-61e99bec1e5e,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-662837,662837,5500,4
38,cf6471e6-dc88-4310-a6e1-1a9812edbb74,a86a8817-2f91-5ce2-a790-efc811965044,,78c5bb38-be62-574f-8384-41fe91c7f365,,0,0,13,Saturday,2,February,2016,6,2,20:30.2,Hardware,27d134c4-8fb7-4106-8c20-c9c7f2781ff5,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-374338,374338,614.46,3
39,b17d2036-e6f2-4892-9cd9-f4e1f0eac5e7,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,17,Wednesday,2,February,2016,3,3,20:30.2,Electricity Bill,a228df62-f477-4bab-9cbd-7695cbb4f2cf,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-979317,979317,919.69,3
40,73b35cf0-39bb-4266-a6e6-68432231cbd8,a86a8817-2f91-5ce2-a790-efc811965044,,78c5bb38-be62-574f-8384-41fe91c7f365,,0,0,20,Saturday,2,February,2016,6,3,20:30.2,Software Package,9310f39f-2fb8-4ef9-adbf-9ba982da62da,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-688157,688157,1334.57,4
41,b8d7aeb8-4213-467a-abee-ecdcc58b0646,,a86a8817-2f91-5ce2-a790-efc811965044,,da0cfb0c-7c6b-5182-bc3a-64115cc3bb13,0,0,20,Saturday,2,February,2016,6,3,20:30.2,Interest,f14de45c-a746-4403-bd39-18dc4021e8d1,,,,,,,108,credit,detail,Credit (Any Type),test_bank_ref-476714,476714,3.88,1
42,2c24664b-8395-4634-bf68-da2929e54e11,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,21,Sunday,2,February,2016,7,4,20:30.2,Office Supplies,fc9093b9-7898-4bd8-a702-d65a3292e601,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-445657,445657,155.74,3
43,0b10d38e-8ca3-4b7e-9d3b-f644a1673ed3,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-775807,775807,2932.73,4
44,a6f142e3-cec6-48fb-8f26-50306d96f6e6,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-662695,662695,2434.43,4
45,223e475e-e7f1-4bfd-b66d-cbd35a211e46,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-982656,982656,2714.53,4
46,1ad930ef-bab6-4433-8d30-ba8efdb92a65,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-178658,178658,2434.43,4
47,f8d0123d-5d56-4875-bef0-58f87ecc725b,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-686978,686978,2434.43,4
48,3e6527b5-5682-4357-8c4c-fcbad430c043,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-328333,328333,4375.21,4
49,b39a97ee-bab1-4415-9317-a060273b43eb,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-131664,131664,2998.03,4
50,759d49c0-a9a6-41e3-bf0e-d6fd1f8b0d96,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-492645,492645,2798.01,4
51,47ffd3ad-bc17-42e7-abe8-116e70db6455,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-328883,328883,2714.53,4
52,4d61b771-5bc3-4a35-9649-fa3cb9205706,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-502819,502819,3944.54,4
53,e575294a-c70f-4594-bbca-00740dffdc58,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-807207,807207,3610.84,4
54,882c4ed8-f8b4-4b25-a339-00ea2bd5502e,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-249449,249449,4375.21,4
55,50d5a41e-f334-4627-92c3-7f4bbe6882d0,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-949488,949488,4608.47,4
56,5cb37395-b535-4d49-8822-8bf5d96e3c9b,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-382331,382331,2932.73,4
57,8effc3a6-8ab2-4f51-9beb-079bf67a3589,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-843040,843040,2434.43,4
58,b7cba212-d498-4c27-af2f-6cd3bd903dc1,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-338198,338198,2714.53,4
59,b7887f50-2663-4e31-ae07-3d282e0f5fe0,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-820287,820287,2932.73,4
60,08521e0b-e9ec-4212-bbaf-397cc69ecb9f,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-446128,446128,2434.43,4
61,5366f621-2ea0-4b82-b4f7-9a6d34949137,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-494314,494314,2998.03,4
62,949e51e0-1946-4b63-b5ef-0dea186fc533,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-693141,693141,3610.84,4
63,64498fa5-1ef7-4f58-bbe8-0fc01bcd17e4,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-581670,581670,4608.47,4
64,66aecfd3-843f-4e4d-8698-47e891006b57,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-923991,923991,2434.43,4
65,56bf3e1b-0090-45e8-9610-6c1d7c420754,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-253945,253945,3610.84,4
66,57a43536-69ab-4b7b-831d-19d7afcb43cd,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-486864,486864,4375.21,4
67,5fafcf5e-2dde-4eba-afc7-d661f911f3d5,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,28,Sunday,2,February,2016,7,5,20:30.2,Salary,ff48204b-f7fb-4739-b62e-f5191c2f3816,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-529970,529970,3610.84,4
68,33d014c8-c96d-4a61-9739-ebdc21ce51c4,a86a8817-2f91-5ce2-a790-efc811965044,,ddf3432b-0af8-5782-8ef8-d66cf8abc9fb,,0,0,1,Tuesday,3,March,2016,2,1,20:30.2,Telephone Bill,8bbc3ff1-47ae-4424-a979-6e112a31dc82,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-773960,773960,452.13,3
69,f4112b0f-02a3-4e5c-b9c6-42e9d2163c0a,a86a8817-2f91-5ce2-a790-efc811965044,,ceb275ed-4066-5180-b8a1-80f2915ba1c4,,0,0,4,Friday,3,March,2016,5,1,20:30.2,Tax,ba7d6220-fb9f-4653-9572-bf105471782c,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-983349,983349,206.66,3
70,40bcb595-9bd6-46fa-ac9d-bd75126387b2,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,6,Sunday,3,March,2016,7,2,20:30.2,Office Rent,e1b6f1ca-11dc-4420-8d6a-61e99bec1e5e,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-586903,586903,5500,4
71,f2e1f05b-b961-41c5-9174-47ebd59e30dc,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,7,Monday,3,March,2016,1,2,20:30.2,Dinner,378bf388-77a3-4b9e-865d-82819b6fdcac,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-150366,150366,76.44,2
72,0be51874-adc0-4f40-8214-f9a866c9150d,a86a8817-2f91-5ce2-a790-efc811965044,,2d7ac4af-e26f-559d-97aa-ab8b23e26280,,0,0,15,Tuesday,3,March,2016,2,3,20:30.2,Travel Expense,001712b6-36dd-40e1-84f4-5fbd11e29a19,,,,,,,409,debit,detail,Debit (Any Type),test_bank_ref-400647,400647,1962.83,4
